route_long_name,Str. A. Vlaicu - Pata
service_name,Luni - Vineri
service_start,06.07.2023
in_stop_name,Maresal C-tin Prezan
out_stop_name,M-Primarie Pata Pl
04:35,05:00
06:20,06:55
12:00,12:25
14:45,15:30
16:00,16:30
17:00,17:50
19:25,19:50
22:35,23:00

