"route_long_name","Cart. Zorilor - Mag. Cora"
"service_name",Luni-Vineri
"service_start",30.03.2020
"in_stop_name","Observatorului Nord"
"out_stop_name","Mag. Cora"
11:00,10:35
13:00,12:35
15:00,14:35
17:00,16:35
