route_long_name, P-ta Stefan cel Mare - C. Faget
service_name,Luni-Vineri
service_start,16.10.2023
in_stop_name,Opera
out_stop_name,Vila Tusa
08:25,07:05🚲
10:00,07:30
11:10🚲,08:45
11:35,10:25
12:05🚲,11:35🚲
12:35,12:00
13:10🚲,12:40🚲
13:35,13:10
14:10🚲,13:40🚲
14:35,14:10
15:10🚲,14:45🚲
15:35,15:10
16:10🚲,15:45🚲
16:35,16:10
17:10🚲,16:45🚲
17:35,17:05
18:05🚲,17:40🚲
,18:00
,18:30🚲


